index,store,sido,gungu,store_address
360,직산점,충청남도,천안시,충청남도 천안시 서북구 성거읍 봉주로 111 
361,차암공단점,충청남도,천안시,충청남도 천안시 서북구 직산읍 2공단5로 169 대림상가 105호 
362,두정1점,충청남도,천안시,충청남도 천안시 서북구 늘푸른5길 22 골드프라자 110호 
363,성정점,충청남도,천안시,충청남도 천안시 서북구 서부16길14
364,신부점,충청남도,천안시,충청남도 천안시 동남구 터미널2로 29 
365,남부점,충청남도,천안시,충청남도 천안시 동남구 풍세로 769-28
366,10단지점,충청남도,천안시,충청남도 천안시 서북구 봉서산샛길 64 상가102호 
367,효자점,전라북도,전주시,전북 전주시 완산구 성지산로 61-4 
368,조촌점,전라북도,군산시,전북 군산시 조촌로 68 (조촌동)
369,정읍수성점,전라북도,정읍시,전북 정읍시  중앙로95(수성동)
370,익산영등점,전라북도,익산시,전북 익산시 고봉로22길 31 (영등동)
371,수송점,전라북도,군산시,전북 군산시 월명로 305(수송동)
372,산북소룡점,전라북도,군산시,전북 군산시 칠성안1길 17(산북동 104호)
373,미장점,전라북도,군산시,전북 군산시 미장남로 36(미장동)
374,미룡군산대점,전라북도,군산시,전북 군산시 미제1길 6(미룡동)
375,만경점,전라북도,김제시,전북 김제시 만경읍 만경로 804
376,나운지곡점,전라북도,군산시,전북 군산시 신평길 33-2(지곡동)
377,나운1점,전라북도,군산시,전북 군산시 상나운로 86(나운동)
378,김제점,전라북도,김제시,전북 김제시 동서로 133(요촌동)
379,김제신풍점,전라북도,김제시,전북 김제시 검산택지5길 21-7(검산동)
380,회진점,전라남도,장흥군,전남 장흥군 회진면 회진중앙길 16-19
381,홍농점,전라남도,영광군,전남 영광군 홍농읍 홍농로 457-9
382,현산점,전라남도,해남군,전남 해남군 현산면 탑동리길 5(6)
383,해남화원점,전라남도,해남군,전남 해남군 화원면 금평리 236-3
384,해남점,전라남도,해남군,전남 해남군 해남읍 해남로 4
385,한라삼호점,전라남도,영암군,전남 영암군 삼호읍 신항로 80(2층)
386,하당점,전라남도,목포시,전남 목포시 하당로30번길 12(상동)
387,퀸스빌점,전라남도,영암군,전남 영암군 삼호읍 삼호중앙로 129 (퀸스빌2차아파트 상가 101동 102호)
388,창평점,전라남도,담양군,전남 담양군 창평면 의병로 137
389,진도점,전라남도,진도군,전남 진도군 진도읍 남동리 쌍정2길 30
390,진도녹진점,전라남도,진도군,전남 진도군 군내면 진도대로 8444
391,중동점,전라남도,광양시,전남 광양시 진등길 10(중동)
392,용해점,전라남도,목포시,전남 목포시 용당로 271-1(용해동)
393,오성점,전라남도,광양시,전남 광양시 광양읍 대림오성로 112
394,영광점,전라남도,영광군,전남 영광군 영광읍 중앙로2길 12-15
395,연향점,전라남도,순천시,"전남 순천시 연향 번영 6길 10, 1층(연향동)"
396,압해도,전라남도,신안군,전남 신안군 압해면 압해로 889
397,안좌도점,전라남도,신안군,"전남 신안군 안좌면 김환기길 1-2,1층"
398,신안인스빌점,전라남도,목포시,"전남 목포시 삼학로 363, 상가동 113호(용해동)"
399,순천대학점,전라남도,순천시,"전남 순천시 중앙로 270,1층(석현동)"
400,송지점,전라남도,해남군,전남 해남군 송지면 산정1길 92
401,선원무선점,전라남도,여수시,전남 여수시 무선중앙로 64(선원동)
402,서면용당점,전라남도,순천시,전남 순천시 서면 강청길 88(1층)
403,상동점,전라남도,목포시,전남 목포시 상리로1번길 16(상동)
404,산정점,전라남도,목포시,전남 목포시 고하대로 656(산정동)
405,법성점,전라남도,영광군,전남 영광군 법성면  연우로4(법성리)
406,미평점,전라남도,여수시,전남 여수시 미평로 52 1층(미평동)
407,문수점,전라남도,여수시,전남 여수시 문수로 72(문수동)
408,무안점,전라남도,무안군,"전남 무안군 무안읍 면성2길 55(3,4)"
409,동정점,전라남도,여수시,전남 여수시 하멜로 18(고소동)
410,돌산점,전라남도,여수시,전남 여수시 돌산읍 강남8길 30(돌산1차청솔아파트 상가동 102호)
411,도초비금점,전라남도,신안군,전남 신안군 도초면 불섬길 85-12
412,덕양점,전라남도,여수시,전남 여수시 소라면 주삼덕양로 3
413,대불점,전라남도,영암군,전남 영암군 삼호읍 대불주거1로5길 17
414,담양대치점,전라남도,담양군,전남 담양군 대전면 추성1로 162
415,남창점,전라남도,해남군,전남 해남군 북평면 볼무당길 5
416,남악점,전라남도,무안군,"전남 무안군 삼향읍 남악5로46번길 22, 111호(황금먹거리장터)"
417,국동점,전라남도,여수시,전남 여수시 국동 994-3
418,광영점,전라남도,광양시,전남 광양시 광영로 97(광영동)
419,광양점,전라남도,광양시,전남 광양시 광양읍 호북길22
420,곡성점,전라남도,곡성군,전남 곡성군 곡성읍 중앙로 141
421,거문도점,전라남도,여수시,전남 여수시 삼산면 삼호교길 8(제1호)
422,강진점,전라남도,강진군,전남 강진군 강진읍 영랑로3길 10
423,매곡월드점,울산광역시,북구,"울산광역시 북구 매산로 35, 101호(매곡동, 매곡동월드프라자)"
424,천곡점,울산광역시,북구,"울산광역시 북구 관문길 6-1, 지상1층(천곡동)"
425,쌍용아진점,울산광역시,북구,"울산광역시 북구 신답로40, 102(상안동,지팝프라자)"
426,호계점,울산광역시,북구,울산 북구 호계동 255-8
427,화봉점,울산광역시,북구,울산광역시 북구 두부곡 7길 1
428,서동점(울산),울산광역시,중구,"울산 중구 병영성 3길 9(서동,1층)"
429,반구점,울산광역시,중구,울산 중구 화합로 395(반구동)
430,학성점,울산광역시,중구,울산 중구 학성동 189-1
431,중구점,울산광역시,중구,"울산광역시 중구 동헌길 79, 1층(교동)"
432,태화점,울산광역시,중구,울산 중구 신기2길 4(태화동)
433,다운점,울산광역시,중구,울산광역시 중구 운곡8길 48(다운동)
434,구영현대점,울산광역시,울주군,"울산광역시 울주군 범서읍 점촌4길 37,2호(현대1차상가)"
435,천상점,울산광역시,울주군,울산 울주군 범서읍 천상2길 15
436,무거점,울산광역시,남구,"울산광역시 남구 신복로 13, 1층(무거동)"
437,옥동점,울산광역시,남구,울산광역시 남구 문수로 369번길 10-1(옥동)
438,명촌점,울산광역시,북구,"울산광역시 북구 명촌로 81, 1층(명촌동)"
439,양정점,울산광역시,북구,"울산광역시 북구 염포로 555(양정동,1층)"
440,성내점,울산광역시,북구,울산 북구 염포동 997-17
441,남목점,울산광역시,동구,울산 동구 미포2길 50(동부동)
442,전하1호점,울산광역시,동구,"울산광역시 동구 전하로 8, 1층(전하동"
443,일산점,울산광역시,동구,울산광역시 동구 방어진순환도로 709(일산동)
444,방어진점,울산광역시,동구,울산광역시 동구 동진2길 17(방어동)
445,삼산점,울산광역시,남구,울산 남구 삼산동 삼산중로 114번로 23
446,달동점,울산광역시,남구,울산 남구 삼산로 254번길 23
447,신정1호점,울산광역시,남구,울산광역시 남구 월평로 69(신정동)
448,봉월점,울산광역시,남구,울산광역시 남구 봉월로 8번길 17(신정동)
449,야음점,울산광역시,남구,울산 남구 야음동 459-52
450,야음변전소점,울산광역시,남구,울산광역시 남구 처용로 26번길 10(야음동)
451,덕하점,울산광역시,울주군,울산광역시 울주군 청량면 삼정로 769
452,덕신점,울산광역시,울주군,"울산광역시 울주군 온산읍 신온8길 18, 1층 102호"
453,남창점,울산광역시,울주군,"울산 울주군 온양읍 온양로 155,1층"
454,나사리점,울산광역시,울주군,울산광역시 울주군 서생면 나사해안길 61-1
455,훼미리점,울산광역시,울주군,울산 울주군 상북면 궁근정리 846-14 진우훼미리상가 102
456,언양점,울산광역시,울주군,울산 울주군 언양읍 남문길 14
457,중남점,울산광역시,울주군,울산 울주군 삼남면 신화리 1481-15
458,연동점,세종특별자치시,세종시,세종특별자치시 연동면 청연로 655
459,전동점,세종특별자치시,세종시,세종특별자치시 전동면 운주산로 346
460,두구점,부산광역시,금정구,부산광역시 금정구 두구로 47(두구동)
461,남산점,부산광역시,금정구,부산 금정구 남산동 27-50
462,부산외대점,부산광역시,금정구,부산광역시 금정구 남산로 2-1(남산동)
463,명륜점,부산광역시,동래구,"부산광역시 동래구 시실로 50-4, 1층(명륜동,광일빌딩)"
464,길천점,부산광역시,기장군,부산 기장군 장안읍 길천리 224-5
465,좌천점,부산광역시,기장군,부산 기장군 장안읍 좌천리 202-6
466,일광점,부산광역시,기장군,부산광역시 기장군 일광면 삼성리 33-1
467,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 차성로 288번길 66
468,반송본점,부산광역시,해운대구,부산광역시 해운대구 반송동 62-344
469,서동점(부산),부산광역시,금정구,부산 금정구 서동 205-13
470,명장2호점,부산광역시,동래구,"부산광역시 동래구 반송로 339번길 8, 1동 101호(명장동,협진태양아파트상가)"
471,강동점,부산광역시,강서구,부산 강서구 강동동 112-4
472,공항점,부산광역시,강서구,부산광역시 강서구 공항로 811번길 65(대저2동)
473,덕포1호점,부산광역시,사상구,부산광역시 사상구 사상로 326(덕포동)
474,감전점,부산광역시,사상구,부산 사상구 새벽로 167번길 8(감전동)
475,스마트W개금점,부산광역시,부산진구,"부산광역시 부산진구 가야대로 411, 1층 105호(개금동,개금역스마트더블유)"
476,개금엘지점,부산광역시,부산진구,"부산광역시 부산진구 백양대로 309(개금동,(1층))"
477,개금주공점,부산광역시,부산진구,"부산광역시 부산진구 백양대로 136번길 37-9,1층(당감동,당평교회)"
478,금곡점,부산광역시,북구,"부산광역시 북구 금곡대로 470번길 35,105(금곡동,유림상가)"
479,화명점,부산광역시,북구,부산 북구 화명1동 1130-9
480,구포시장점,부산광역시,북구,부산광역시 북구 구포시장길 44(구포동)
481,구포3호점,부산광역시,북구,부산광역시 북구 시랑로 72-1(구포동)
482,덕천점,부산광역시,북구,부산 북구 덕천동 의성로 115번길 3
483,만덕점,부산광역시,북구,부산 북구 만덕2로 32(만덕동)
484,온천장본점,부산광역시,동래구,부산광역시 동래구 금강로 90(온천동)
485,장전점,부산광역시,금정구,부산광역시 금정구 금정로 149번길 8(장전동)
486,미남점,부산광역시,동래구,"부산광역시 동래구 여고북로 109 (온천동,1층)"
487,사직국민시장점,부산광역시,동래구,"부산광역시 동래구 사직북로 63번길 33-1,1층(사직동)"
488,사직운동장점,부산광역시,동래구,"부산광역시 동래구 여고로 7, 1층(사직동)"
489,거제점,부산광역시,연제구,부산 연제구 아시아드대로 46번길 7(거제동)
490,연산본점,부산광역시,연제구,부산광역시 연제구 쌍미천로 126(연산동)
491,망미배산점,부산광역시,연제구,부산 연제구 망미1동 831-26번지
492,전포점,부산광역시,부산진구,"부산 부산진구 전포동 전포대로294,2-101(전포동한신상가)"
493,범천점,부산광역시,진구,부산광역시 진구 범천1동 850-1
494,문현2호점,부산광역시,남구,부산광역시 남구 전포대로 77번길 9-2(문현동)
495,못골점,부산광역시,남구,부산 남구 대연동 1604-8
496,문현점,부산광역시,남구,부산 남구 문현동 351-6
497,감만점,부산광역시,남구,부산 남구 감만동 146-1
498,대연본점,부산광역시,남구,부산광역시 남구 석포로 79(대연동)
499,용호시장점,부산광역시,남구,"부산광역시 남구 용호로 190, 1층(용호동)"
500,용호점,부산광역시,남구,부산광역시 남구 동명로 121(용호동)
501,메트로시티점,부산광역시,남구,"부산광역시 남구 신선로 566, 401동 152호(용호동,GS하이츠자이)"
502,경성부경대점,부산광역시,남구,부산 남구 대연3동 555-7
503,대연1호점,부산광역시,남구,부산 남구 대연동 290-11
504,남천점,부산광역시,수영구,"부산광역시 수영구 남천동로9번길 4, 1층(남천동)"
505,광안점,부산광역시,수영구,부산 수영구 광안동  537-2 
506,수비점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 383번 가길 19, 101호(우동, 삼진그린아파트상가)"
507,송정점,부산광역시,해운대구,부산 해운대구 송정동 200-19
508,신도시2호점,부산광역시,해운대구,부산 해운대구 좌동 1288 대동타운분산상가 203
509,우동1호점,부산광역시,해운대구,부산 해운대구 우동1로 58(우동)
510,수영점,부산광역시,수영구,부산광역시 수영구 수영로 725번길 14(수영동)
511,민락점,부산광역시,수영구,"부산 수영구 민락동 110-8 롯데캐슬자이언트아파트상가
 107-115"
512,망미점,부산광역시,수영구,부산광역시 수영구 구락로 85-2
513,재송점,부산광역시,해운대구,부산광역시 해운대구 재송1로 54
514,장산점,부산광역시,해운대구,부산 해운대구 반여동 재반로 242번길 20
515,반여점,부산광역시,해운대구,부산광역시 해운대구 반여로 167번길 70(반여동)
516,안락점,부산광역시,동래구,부산광역시 동래구 충렬대로 428번길 50(안락동)
517,연산토곡점,부산광역시,연제구,부산광역시 연제구 과정로 269-1(연산동)
518,학장점,부산광역시,사상구,부산 사상구 학장동 574-111 삼성아파트상가 1-102
519,엄궁점,부산광역시,사상구,"부산광역시 사상구 엄궁북로 40, (엄궁동,롯데캐슬리버)"
520,명지오션점,부산광역시,강서구,부산 강서구 명지동 롯데캐슬상가 B동 102호
521,하단1호점,부산광역시,사하구,"부산광역시 사하구 하신번영로 360(하단동, 1층 우측)"
522,가락새신평점,부산광역시,사하구,부산 사하구 하신번영로 171(신평동) 31
523,장림점,부산광역시,사하구,부산 사하구 장림동 604-209
524,다대자유점,부산광역시,사하구,"부산광역시 사하구 다대로 617, 상가동 102호(다대동, 자유아파트)"
525,다대점,부산광역시,사하구,부산광역시 사하구 다대로 397(다대동)
526,신평점,부산광역시,사하구,부산 사하구 신평1동 33-168  24/1
527,당리점,부산광역시,사하구,부산 사하구 당리동 324-27
528,괴정1호점,부산광역시,사하구,부산 사하구 까치고개로 10(괴정동)
529,동해점,부산광역시,서구,부산 서구 남부민동 33-6 흥아맨션 307호 
530,감천점,부산광역시,사하구,"부산광역시 사하구 감천로 111, 1층(감천동)"
531,동삼점,부산광역시,영도구,부산광역시 영도구 동삼로 77(동삼동)
532,청학점,부산광역시,영도구,"부산광역시 영도구 청학로 32, 4층 2호(청학동)"
533,초량본점,부산광역시,동구,부산 동구 초량동 460-5 
534,수정1호점,부산광역시,동구,부산광역시 동구 수정로 18(수정동)
535,범천2호점,부산광역시,부산진구,"부산광역시 부산진구 가야대로 702, 101동 103호(범천동, 서면 e-편한세상상가)"
536,주례점,부산광역시,사상구,부산 사상구 가야대로 306번길 69(주례동)
537,가야점,부산광역시,부산진구,부산 부산진구 가야대로 589번길 3(가야동)
538,당감1호점,부산광역시,부산진구,부산광역시 부산진구 백양순환로 105(부암동)
539,부암점,부산광역시,부산진구,"부산광역시 부산진구 시민공원로 19번길 38-6(부암동,1층)"
540,하마정점,부산광역시,부산진구,부산 부산진구 양정동 447-9
541,한남대점,대전광역시,대덕구,대전 대덕구 한남로 28 
542,어은점,대전광역시,유성구,대전 유성구 어은로48번길 9-5 
543,법동점,대전광역시,대덕구,대전 대덕구 계족로663번길 23 
544,신탄로하스점,대전광역시,대덕구,대전 대덕구 대덕대로 1583 
545,신성점,대전광역시,유성구,대전 유성구 신성로62번길 38
546,원신흥점,대전광역시,유성구,대전 유성구 원신흥남로 58
547,비래가양점,대전광역시,대덕구,대전 대덕구 우암로 412
548,부사점,대전광역시,중구,대전 중구 대종로316번길 2
549,둔산녹원점,대전광역시,서구,대전 서구 계룡로491번길 28
550,둔산타임월드점,대전광역시,서구,대전 서구 갈마역로 10
551,전민점,대전광역시,유성구,대전 유성구 전민로38번길 33
552,도마점,대전광역시,서구,대전 서구 도솔로 137
553,관평점,대전광역시,유성구,대전 유성구 테크노1로 12-22
554,월평3점,대전광역시,서구,대전 서구 월평중로 50
555,성남점,대전광역시,동구,대전 동구 성남로 28
556,둔산1점,대전광역시,서구,대전 서구 둔산북로 175
557,중리점,대전광역시,대덕구,대전 대덕구 중리남로 48
558,송촌2점,대전광역시,대덕구,대전 대덕구 동춘당로54번길 40-6
559,갈마점,대전광역시,서구,대전 서구 갈마중로7번길 29
560,신인점,대전광역시,동구,대전 동구 계족로 87
561,신탄1점,대전광역시,대덕구,대전 대덕구 덕암로 222
562,용운점,대전광역시,동구,대전 동구 용운로147번길 123
563,보문점,대전광역시,중구,대전 중구 충무로 73
565,대화점,대전광역시,대덕구,대전 대덕구 동심1길 172
566,관저1점,대전광역시,서구,대전 서구 도안남로 148
567,한밭점,대전광역시,중구,대전 중구 보문산로 31
568,태평점,대전광역시,중구,대전 중구 수침로55번길 7
569,용두점,대전광역시,중구,대전광역시 중구 중앙로 13번길 63
570,목동점,대전광역시,중구,대전광역시 중구 목중로19번길 7
571,송촌1점,대전광역시,대덕구,대전광역시 대덕구 계족로690번길 21 선비마을1단지상가 104
572,노은1점,대전광역시,유성구,대전광역시 유성구 은구비로 18
573,장대점,대전광역시,유성구,대전광역시 유성구 문화원로14번길 9
574,월평1점,대전광역시,서구,대전광역시 서구 월평새뜸로8번길 50
575,괴정점,대전광역시,서구,대전광역시 서구 도산로369번길 91
576,산호점,대전광역시광역시,서구,대전광역시광역시 서구 계룡로571번길 65 상가 103호
577,둔산삼천점,대전광역시광역시,서구,대전광역시광역시 서구 둔산북로 215
578,하남점,광주광역시,광산구,광주광역시 광산구 월곡반월로 28(월곡동 1동)
579,풍암금호점,광주광역시,서구,"광주 서구 풍금로 39, 1층 101호(풍암동)"
580,주월점,광주광역시,남구,광주 남구 서문대로 749번길 15-1(주월동)
581,일곡점,광주광역시,북구,광주 북구 설죽로 585-1(일곡동)
582,운암동림점,광주광역시,북구,광주 북구 운암1동 930-8
583,용두.첨단2지구점,광주광역시,북구,광주광역시 북구 임방울대로1041번길 24(용두동 1층)
584,송하풍암점,광주광역시,남구,광주 남구 송하동 258-7
585,송정점,광주광역시,광산구,"광주광역시 광산구 송도로 319, 1층(송정동)"
586,문흥1점,광주광역시,북구,광주 북구 대천로 139번길 8-7(문흥동)
587,두암타운점,광주광역시,동구,광주 동구 산수동 밤실로 147 (두암타운상가 105호)
588,천마점,경상북도,경주시,경북 경주시 외동읍 구어리 171번지
589,모동점,경상북도,상주시,경북 상주시 모동면 용호1길 25
590,영주1호점,경상북도,영주시,경북 영주시 대학로 261번길 36(가흥동)
591,안계점,경상북도,의성군,경북 의성군 안계면 안계길 118
592,신안점,경상북도,안동시,경북 안동시 안막동 69-9
593,옥동점,경상북도,안동시,경북 안동시 옥동768-1 세영APT 상가동 104호
594,단촌점,경상북도,의성군,경북 의성군 단촌면 하화리 1123-3
595,금성점,경상북도,의성군,경북 의성군 금성면 대리 63-1
596,의성점,경상북도,의성군,경북 의성군 의성읍 후죽리185-5
597,의성역점,경상북도,의성군,경북 의성군 의성읍 후죽리 477-2
598,성동점,경상북도,상주시,경북 상주시 성동 193 - 3 번지
599,낙양점,경상북도,상주시,경북 상주시 낙양동 199-1
600,사벌점,경상북도,상주시,경북 상주시 사벌면 덕담리 444
601,청리점,경상북도,상주시,경북 상주시 청리면 원장리858-3
602,휴천점,경상북도,영주시,경북 영주시 영주로 330번길 56(휴천동)
603,진보점,경상북도,청송군,경북 청송군 진보면 진안79-2
604,점촌점,경상북도,문경시,경북 문경시 모전동 52-9
605,예천점,경상북도,예천군,경북 예천군 예천읍 효자로 65
606,법원점,경상북도,포항시,경상북도 포항시 북구 법원로 154 (양덕동)
607,평해점,경상북도,울진군,경북 울진군 평해읍 평해리 58 2층
608,황성점,경상북도,경주시,경북 경주시 용담로 116번길  61-5    103동  101호 신흥2차
609,시래점,경상북도,경주시,경북 경주시 구매3길 28(시래동)
610,안강점,경상북도,경주시,경북 경주시 안강읍 양월5리1199-14
611,보문점,경상북도,경주시,경북 경주시 신평동 150-9
612,황오점,경상북도,경주시,경북 경주시 황오동 원효로 174
613,천북점,경상북도,경주시,경북 경주시 천북면 오야리 한백길70-18
614,영덕점,경상북도,영덕군,경북 영덕군 영덕읍 남석1리  148
615,영천점,경상북도,영천시,경북 영천시 야사동 283-38
616,오천점,경상북도,포항시,경북 포항시 남구오천읍용덕리322-15
617,연일점,경상북도,포항시,경북 포항시 남구 연일읍 동문로21번길 45
618,동해점,경상북도,포항시,경북 포항시 남구동해면 약전1리291-1
619,효자점,경상북도,포항시,경북 포항시 남구 효자동 308-16
620,해도점,경상북도,포항시,경북 포항시 해도2동31-4
621,흥해점,경상북도,포항시,경북 포항시 북구 흥해읍 흥해로 21
622,환호점,경상북도,포항시,경북 포항시 북구환호동512-7
623,기계점,경상북도,포항시,경북 포항시 북구 기계면 현내리 404-5
624,감포점,경상북도,경주시,경북 경주시 감포읍 감포리 50-2
625,건천점,경상북도,경주시,경북 경주시 건천읍 단석로 1995-2번지
626,죽도점,경상북도,포항시,경북 포항시 북구 죽도로28번길 52(죽도동)
627,달전점,경상북도,포항시,경북 포항시 북구 흥해읍 달전로 365
628,북면점,경상북도,울진군,경북 울진군 북면 덕구온천로 28
629,청통점,경상북도,영천시,경북 영천시 청통로 116
630,용강점,경상북도,경주시,경북 경주시 승삼3길 18-1(용강동)
631,충효점,경상북도,경주시,경북 경주시 충효녹지길 128-9(충효동)
632,아화점,경상북도,경주시,경북 경주시 서면 내서로 406
633,신암점,대구광역시,동구,대구광역시 동구 신암4동612-53
634,성주점,경상북도,성주군,경북 성주군 성주읍 성산리 2098-2번지
635,선남점,경상북도,성주군,경북 성주군 선남면 관화리670-3
636,진량점,경상북도,경산시,경북 경산시 진량읍 신상리 205-1
637,사동점,경상북도,경산시,경북 경산시 원효로 36길 22
638,범물2호점,대구광역시,수성구,대구광역시 수성구 범물동1369-11
639,두산들안점,대구광역시,수성구,대구광역시 수성구 들안로20길 41
640,효신점,대구광역시,동구신천4동436-7,대구광역시 동구신천4동436-7
641,범어점,대구광역시,수성구,대구광역시 수성구 범어4동114-1
642,진천사랑점,대구광역시,달서구,대구광역시 달서구 월배로 32-1 진천우체국
643,화원점,대구광역시,달성군,대구광역시 달성군 화원읍 화원로 1길 12
644,상인점,대구광역시,달서구,"대구광역시 달서구 월배로40길 135 (상인동,1층)"
645,대명1호점,대구광역시,남구,대구광역시 남구 대명10동 1645-8
646,논공점,대구광역시,달성군,대구광역시 달성군 논공읍 북리 803-142
647,현풍점,대구광역시,달성군,대구광역시 달성군 현풍면 중리295-1
648,매곡점,대구광역시,달성군,대구광역시 달성군 다사읍 매곡리 1549-1
649,대평리점,대구광역시,서구,대구광역시 서구 평리3동1035-22
650,감삼점,대구광역시,달서구,대구광역시 달서구 감삼동205-12
651,중평점,대구광역시,서구,대구광역시 서구 국채보상로34길12.129-119
652,신천점,대구광역시,동구,대구광역시 동구 신천동633 동신우방상가108-108
653,방촌점,대구광역시,동구,대구광역시 동구 방촌동902-7 현대상가
654,시지1호점,대구광역시,수성구,대구광역시 수성구 노변공원로1길 6-5(시지동)
655,두류내당점,대구광역시,달서구,"대구광역시 달서구 야외음악당로 163, 1충(두류동)"
656,대명계대점,대구광역시,남구,대구광역시 남구 대명3동2262-47번지
657,명곡점,대구광역시,달성군,대구광역시 달성군 화원읍 상암로71201호2층
658,죽곡점,대구광역시,달성군,대구광역시 달성군 다사읍 대실역남로 4길 30-26
659,파동점,대구광역시,수성구,대구광역시 수성구 파동로 192
660,산격점,대구광역시,북구,대구광역시 북구 대동로 45(산격동)
661,동명점,경상북도,칠곡군,경북 칠곡군 동명면 금암중앙길 42
662,삼청공단점,경상북도,칠곡군,경북 칠곡군 왜관읍 삼청리410-32
663,왜관점,경상북도,칠곡군,경북 칠곡군 왜관읍왜관리774
664,석적중리점,경상북도,칠곡군,경북 칠곡군 석적읍 중리201-10
665,용산점,대구광역시,달서구,대구광역시 달서구 성지로18길 10-4. 1층(용산동)
666,서재점,대구광역시,달성군,대구광역시 달성군 다사읍 서재리 서재로 108
667,성서1호점,대구광역시,달서구,대구광역시 달서구 이곡동 752-19
668,고아점,경상북도,구미시,경북 구미시 고아읍 오로리 460-1에덴상가 203호
669,옥계점,경상북도,구미시,경북 구미시 구포동671-2
670,산동점,경상북도,구미시,경북 구미시 산동면 강동로 1028-6
671,진평점,경상북도,구미시,경북 구미시 진평동458
672,구미1호점,경상북도,구미시,경북 구미시 신평1동150-17
673,상모점,경상북도,구미시,경북 구미시 상사서로 92(상모동.마동1층)
674,원평점,경상북도,구미시,경북 구미시 남통동14-44
675,도량점,경상북도,구미시,경북 구미시 도량동245-2
676,원호점,경상북도,구미시,경북 구미시 고아읍 원호리 449번지
677,대곡점,경상북도,김천시,경북 김천시 부곡동 990-1
678,직지점,경상북도,김천시,경북 김천시 대항면복전리548-32
679,신음점,경상북도,김천시,경북 김천시 신음동1302-5
680,침산점,대구광역시,북구,대구광역시 북구 침산동456-7침산2지구아파트101-12
681,인의황상점,경상북도,구미시,경북 구미시 여헌로14길 10
682,덕곡율곡점,경상북도,김천시,"경북 김천시 아포대로 22, 외2필지(덕곡동)"
683,증산점,경상북도,김천시,경북 김천시 증산면 유성리 254-7
684,아포점,경상북도,김천시,경북 김천시 아포읍 국사리 1047번지102호
685,지좌점,경상북도,김천시,경북 김천시 황산2길 36 (지좌동)
686,팔달점,대구광역시,서구,대구광역시 서구 서대구로68길 58(비산동)
687,칠곡2지구점,대구광역시,북구,대구광역시 북구 구암동 684-5
688,태전점,대구광역시,북구,"대구광역시 북구 칠곡중앙대로53길32,상가동107호"
689,금호샛별점,대구광역시,북구,대구광역시 북구 한강로 6길3.1층(사수동)
690,회원1동점,경상남도,창원시,경남 창원시 마산회원구 회원동 29-15
691,호계점,경상남도,창원시,"경상남도 창원시 마산회원구 내서읍 광려천북로 208, 103호(화인상가)"
692,합천점,경상남도,합천군,"경남 합천군 합천읍 옥산로 57-1, 1층"
693,합성점,창원시,마산시,창원시 마산회원구 합성동 322-42
694,함안점,경상남도,함안군,경남 함안군 함안면 북촌2길 64
695,한일점,창원시,마산시,창원시 마산회원구 양덕남1길 34(양덕동)
696,하동점,경상남도,하동군,경남 하동군 하동읍 중앙2길 10-4
697,팔용점,창원시,의창구,창원시 의창구 팔용동 194-7 1층
698,통영1점,경상남도,통영시,"경남 통영시 중앙로 255, 103호(북신동,동우상가동)"
699,태룡점,밀양시,단장면,밀양시 단장면 태룡리 407-5
700,칠원점,경상남도,함안군,경남 함안군 칠원읍 구성길 3
701,창선점,경상남도,남해군,경남 남해군 창선면 상죽리 131
702,진성점,경상남도,진주시,"경남 진주시 진성면 동부로 1348, 2층"
703,진교점,경상남도,하동군,경상남도 하동군 진교면 민다리길 62-4(2호)
704,지산점,창원시,마산합포구,창원시 마산합포구 진북면 지산리 250-16
705,지곡점,경상남도,함양군,경남 함양군 지곡면 병곡지곡로 963-1
706,중앙점,경상남도,진주시,"경남 진주시 진주대로 1022-1, 1층(동성동)"
707,주공점,경상남도,거제시,"경남 거제시 성산로 20, 1층(옥포동, 무지개타운상가)"
708,제일점,경상남도,밀양시,경상남도 밀양시 밀양대로 1781-1(삼문동)
709,장평점,경상남도,거제시,경남 거제시 장평동 626-8
710,자은점,창원시,진해구,창원시 진해구 자은동 975-12 1층 102호
711,자산점,창원시,마산합포구,창원시 마산합포구 자산동 189-3
712,일반성점,경상남도,진주시,경남 진주시 일반성면 창촌리 47-1
713,위천점,경상남도,거창군,경남 거창군 위천면 장기리 418-18
714,웅천점,창원시,진해구,창원시 진해구 북부동 560-4 대풍연립 101
715,웅양점,경상남도,거창군,경남 거창군 웅양면 웅양로 1428
716,용현점,경상남도,사천시,경상남도 사천시 용현면 진삼로 626
717,용원점,창원시,진해구,창원시 진해구 용원동 1206 현대아파트상가  109
718,옥포점,경상남도,거제시,경남 거제시 옥포동 546-18
719,옥수점,경상남도,거제시,경남 거제시 능포동 717-2
720,안정점,경상남도,통영시,"경남 통영시 광도면 안정로 791, 2(1층)"
721,안의점,경상남도,함양군,경남 함양군 안의면 금천리 160-5
722,신월점,경상남도,창원시,"경상남도 창원시 의창구 창이대로570번길 13-3, 1층 107호(신월동)"
723,신반점,경상남도,의령군,경남 의령군 부림면 신반리 168-9
724,수월점,경상남도,거제시,"경상남도 거제시 수양로 494, 1층 101(일부)호(양정동)"
725,수산점,경상남도,밀양시,경상남도 밀양시 하남읍 시서상가길 11
